LP	Nr produktu 1	Nr produktu 2	Grupa	Nazwa produktu	Producent	Cena netto	Cena brutto
1395	OPR.155488	61101773	MM	gentleman g5 col.m6 	GENTLEMAN 	205,14	250,2708
1396	OPR.155496	61101829	MM	gentleman gt0715 col.3 	GENTLEMAN 	173,94	212,2068
1397	OPR.155497	61101836	MM	GENTLEMAN GT0734 COL.1 	GENTLEMAN 	42,12	51,3864
1398	OPR.155498	61101843	MM	GENTLEMAN GT0734 COL.2 	GENTLEMAN 	53,82	65,6604
1399	OPR.155499	61101850	MM	gentleman gt0734 col.3 	GENTLEMAN 	220,74	269,3028
1400	OPR.155502	61101871	MM	gentleman gt0708 col.3 	GENTLEMAN 	198,12	241,7064
1401	OPR.156141	61106414	MM	angelo futuro a627 col.82 	ANGELO FUTURO 	309,66	377,7852
1402	OPR.157432	61121219	MM	gentleman gt748ti col.1 	GENTLEMAN 	219,96	268,3512
1403	OPR.157433	61121226	MM	gentleman gt748ti col.2 	GENTLEMAN 	288,6	352,092
1404	OPR.157437	61121254	MM	GENTLEMAN GT758 COL.1 	GENTLEMAN 	53,82	65,6604
1405	OPR.157438	61121261	MM	gentleman gt758 col.2 	GENTLEMAN 	230,88	281,6736
1406	OPR.157439	61121268	MM	gentleman gt758 col.3 	GENTLEMAN 	124,8	152,256
1407	OPR.157570	61122556	MM	angelo futuro af0882 col.3 	ANGELO FUTURO 	217,62	265,4964
1408	OPR.157573	61122703	MM	gentleman gt0719 col.5 	GENTLEMAN 	223,86	273,1092
1409	OPR.157574	61122710	MM	gentleman gt0719 col.6 	GENTLEMAN 	153,66	187,4652
1410	OPR.157580	61122752	MM	gentleman gt760 col.2 	GENTLEMAN 	165,36	201,7392
1411	OPR.158240	61130025	MM	gentleman gt746ti col.2 	GENTLEMAN 	254,28	310,2216
1412	OPR.158244	61130053	MM	GENTLEMAN GT760 COL.1 	GENTLEMAN 	37,44	45,6768
1413	OPR.158247	61130102	MM	hera & luna hl9005 col.1 	HERA & LUNA 	219,18	267,3996
1414	OPR.158683	61133315	MM	angelo futuro aft771 col.2 	ANGELO FUTURO 	216,84	264,5448
1415	OPR.158684	61133322	MM	angelo futuro aft771 col.3 	ANGELO FUTURO 	257,4	314,028
1416	OPR.158690	61133364	MM	angelo futuro aft781 col.1 	ANGELO FUTURO 	260,52	317,8344
1417	OPR.158692	61133378	MM	angelo futuro aft781 col.3 	ANGELO FUTURO 	147,42	179,8524
1418	OPR.158693	61133385	MM	ANGELO FUTURO AFT782 COL.1 	ANGELO FUTURO 	95,16	116,0952
1419	OPR.158748	61133805	MM	angelo futuro aft771 col.1 	ANGELO FUTURO 	236,34	288,3348
1420	OPR.158762	61133903	MM	gentleman gt703 col.4 	GENTLEMAN 	154,44	188,4168
1421	OPR.158766	61133931	MM	gentleman gt750 col.1 	GENTLEMAN 	273	333,06
1422	OPR.158767	61133938	MM	gentleman gt751 col.1 	GENTLEMAN 	166,92	203,6424
1423	OPR.158769	61133952	MM	GENTLEMAN GT752 COL.1 	GENTLEMAN 	78	95,16
1424	OPR.158845	61134526	MM	gentleman gt0709 col.3 	GENTLEMAN 	284,7	347,334
1425	OPR.158857	61134610	MM	gentleman gt0745 col.3 	GENTLEMAN 	223,08	272,1576
1426	OPR.158860	61134631	MM	gentleman gt0757 col.1 	GENTLEMAN 	102,96	125,6112
1427	OPR.158861	61134638	MM	gentleman gt0757 col.2 	GENTLEMAN 	241,8	294,996
1428	OPR.158862	61134645	MM	gentleman gt0757 col.3 	GENTLEMAN 	162,24	197,9328
1429	OPR.158863	61134652	MM	GENTLEMAN GT611 COL.3 	GENTLEMAN 	79,56	97,0632
1430	OPR.158864	61134659	MM	gentleman gt711 col.3 	GENTLEMAN 	147,42	179,8524
1431	OPR.158866	61134673	MM	gentleman gt742 col.1 	GENTLEMAN 	223,86	273,1092
1432	OPR.158870	61134701	MM	gentleman gtf001 col.2 	GENTLEMAN 	107,64	131,3208
1433	OPR.159259	61137571	MM	ANGELO FUTURO AF9014 COL.2 	ANGELO FUTURO 	78,78	96,1116
1434	OPR.159260	61137578	MM	angelo futuro af9014 col.3 	ANGELO FUTURO 	130,26	158,9172
1435	OPR.159261	61137585	MM	ANGELO FUTURO AF9015 COL.1 	ANGELO FUTURO 	48,36	58,9992
1436	OPR.159262	61137592	MM	angelo futuro af9015 col.2 	ANGELO FUTURO 	258,18	314,9796
1437	OPR.159263	61137599	MM	ANGELO FUTURO AF9015 COL.3 	ANGELO FUTURO 	82,68	100,8696
1438	OPR.159283	61137739	MM	gentleman gt753 col.1 	GENTLEMAN 	252,72	308,3184
1439	OPR.159284	61137746	MM	gentleman gt753 col.2 	GENTLEMAN 	201,24	245,5128
1440	OPR.159285	61137753	MM	gentleman gt753 col.3 	GENTLEMAN 	184,86	225,5292
1441	OPR.159287	61137767	MM	gentleman gt765 col.1 	GENTLEMAN 	135,72	165,5784
1442	OPR.159288	61137774	MM	gentleman gt765 col.2 	GENTLEMAN 	270,66	330,2052
1443	OPR.159289	61137781	MM	GENTLEMAN GT765 COL.3 	GENTLEMAN 	53,82	65,6604
1444	OPR.159290	61137788	MM	gentleman gt766 col.1 	GENTLEMAN 	276,12	336,8664
1445	OPR.159291	61137795	MM	GENTLEMAN GT766 COL.2 	GENTLEMAN 	49,14	59,9508
1446	OPR.159292	61137802	MM	gentleman gt766 col.3 	GENTLEMAN 	198,12	241,7064
1447	OPR.159293	61137809	MM	gentleman gt768 col.1 	GENTLEMAN 	276,12	336,8664
1448	OPR.159294	61137816	MM	gentleman gt768 col.2 	GENTLEMAN 	107,64	131,3208
1449	OPR.159295	61137823	MM	gentleman gt768 col.3 	GENTLEMAN 	212,94	259,7868
1450	OPR.159296	61137830	MM	gentleman gt771 ti col.1 	GENTLEMAN 	278,46	339,7212
1451	OPR.159297	61137837	MM	gentleman gt771 ti col.2 	GENTLEMAN 	301,08	367,3176
1452	OPR.159298	61137844	MM	gentleman gt771 ti col.3 	GENTLEMAN 	101,4	123,708
1453	OPR.159426	61138740	MM	gentleman g6 col.m3 	GENTLEMAN 	109,98	134,1756
1454	OPR.159587	61139874	MM	angelo futuro a627 col.4 	ANGELO FUTURO 	213,72	260,7384
1455	OPR.160273	61144893	MM	gentleman gt611 col.1 	GENTLEMAN 	142,74	174,1428
1456	OPR.160274	61144900	MM	GENTLEMAN GT701 COL.3 	GENTLEMAN 	72,54	88,4988
1457	OPR.160281	61144949	MM	gentleman gt771ti col.1 	GENTLEMAN 	102,96	125,6112
1458	OPR.160302	61145096	MM	gentleman gt711 col.1 	GENTLEMAN 	235,56	287,3832
1459	OPR.160537	61146741	MM	angelo futuro af9004 col.3 	ANGELO FUTURO 	167,7	204,594
1460	OPR.160547	61146811	MM	angelo futuro aft804 col.2 	ANGELO FUTURO 	258,18	314,9796
1461	OPR.160548	61146818	MM	angelo futuro aft804 col.3 	ANGELO FUTURO 	301,86	368,2692
1462	OPR.160580	61147042	MM	gentleman gt1241-07a col.3 	GENTLEMAN 	138,84	169,3848
1463	OPR.160582	61147056	MM	gentleman gt767a col.2 	GENTLEMAN 	242,58	295,9476
1464	OPR.160584	61147070	MM	gentleman gt7927a col.1 	GENTLEMAN 	307,32	374,9304
1465	OPR.160585	61147077	MM	gentleman gt7927a col.3 	GENTLEMAN 	286,26	349,2372
1466	OPR.160609	61147245	MM	GENTLEMAN G12 A7 	GENTLEMAN 	78,78	96,1116
1467	OPR.160610	61147252	MM	gentleman gt1241-07a col.1 	GENTLEMAN 	234	285,48
1468	OPR.160612	61147266	MM	gentleman gt742 col.2 	GENTLEMAN 	127,92	156,0624
1469	OPR.160614	61147280	MM	gentleman gt755 col.1 	GENTLEMAN 	262,86	320,6892
1470	OPR.160616	61147294	MM	gentleman gt7927a col.2 	GENTLEMAN 	200,46	244,5612
1471	OPR.160663	61147623	MM	hunter ht808 col.3 	HUNTER 	240,24	293,0928
1472	OPR.160664	61147630	MM	HUNTER HT809 COL.1 	HUNTER 	96,72	117,9984
1473	OPR.160665	61147637	MM	hunter ht809 col.2 	HUNTER 	163,02	198,8844
1474	OPR.160666	61147644	MM	hunter ht809 col.3 	HUNTER 	185,64	226,4808
1475	OPR.160668	61147658	MM	hunter ht811 col.2 	HUNTER 	219,18	267,3996
1476	OPR.160669	61147665	MM	HUNTER HT811 COL.3 	HUNTER 	81,12	98,9664
1477	OPR.160673	61147693	MM	HUNTER HT816 COL.1 	HUNTER 	34,32	41,8704
1478	OPR.160678	61147728	MM	hunter ht821 col.1 	HUNTER 	111,54	136,0788
1479	OPR.160679	61147735	MM	hunter ht821 col.2 	HUNTER 	269,1	328,302
1480	OPR.160680	61147742	MM	hunter ht821 col.3 	HUNTER 	134,16	163,6752
1481	OPR.160684	61147770	MM	hunter ht824 col.1 	HUNTER 	175,5	214,11
1482	OPR.160685	61147777	MM	hunter ht824 col.2 	HUNTER 	264,42	322,5924
1483	OPR.160686	61147784	MM	hunter ht824 col.3 	HUNTER 	107,64	131,3208
1484	OPR.160687	61147791	MM	HUNTER HT825 COL.1 	HUNTER 	44,46	54,2412
1485	OPR.160688	61147798	MM	HUNTER HT825 COL.2 	HUNTER 	88,14	107,5308
1486	OPR.160689	61147805	MM	hunter ht825 col.3 	HUNTER 	266,76	325,4472
1487	OPR.160690	61147812	MM	hunter ht826 col.2 	HUNTER 	296,4	361,608
1488	OPR.160691	61147819	MM	HUNTER HT826 COL.3 	HUNTER 	37,44	45,6768
1489	OPR.160692	61147826	MM	HUNTER HT827 COL.1 	HUNTER 	35,88	43,7736
1490	OPR.160693	61147833	MM	HUNTER HT827 COL.2 	HUNTER 	56,16	68,5152
1491	OPR.160694	61147840	MM	hunter ht827 col.3 	HUNTER 	171,6	209,352
1492	OPR.160695	61147847	MM	hunter ht828 col.1 	HUNTER 	186,42	227,4324
1493	OPR.160696	61147854	MM	HUNTER HT828 COL.2 	HUNTER 	53,82	65,6604
1494	OPR.160697	61147861	MM	hunter ht828 col.3 	HUNTER 	153,66	187,4652
1495	OPR.160699	61147875	MM	hunter ht829 col.2 	HUNTER 	179,4	218,868
1496	OPR.160700	61147882	MM	hunter ht829 col.3 	HUNTER 	190,32	232,1904
1497	OPR.160701	61147889	MM	hunter ht831 col.1 	HUNTER 	257,4	314,028
1498	OPR.160702	61147896	MM	HUNTER HT831 COL.2 	HUNTER 	46,8	57,096
1499	OPR.160703	61147903	MM	hunter ht831 col.3 	HUNTER 	141,18	172,2396
1500	OPR.160710	61147952	MM	quest-x qx8724 col.3 	QUEST-X 	209,04	255,0288
1501	OPR.160725	61148057	MM	QUEST-X QX8734 COL.2 	QUEST-X 	34,32	41,8704
1502	OPR.160726	61148064	MM	quest-x qx8734 col.3 	QUEST-X 	269,1	328,302
1503	OPR.160727	61148071	MM	quest-x qx8737 col.2 	QUEST-X 	302,64	369,2208
1504	OPR.160859	61149149	MM	angelo futuro af9014 col.1 	ANGELO FUTURO 	187,2	228,384
1505	OPR.160860	61149156	MM	angelo futuro af9015 col.1 	ANGELO FUTURO 	159,9	195,078
1506	OPR.160861	61149163	MM	angelo futuro af9015 col.2 	ANGELO FUTURO 	235,56	287,3832
1507	OPR.160862	61149170	MM	ANGELO FUTURO AF9015 COL.3 	ANGELO FUTURO 	35,88	43,7736
1508	OPR.160923	61149604	MM	gentleman gt772ti col.1 	GENTLEMAN 	163,02	198,8844
1509	OPR.161311	61152551	MM	angelo futuro af9022 col.1 	ANGELO FUTURO 	208,26	254,0772
1510	OPR.161312	61152558	MM	angelo futuro af9022 col.2 	ANGELO FUTURO 	220,74	269,3028
1511	OPR.161313	61152565	MM	angelo futuro af9022 col.3 	ANGELO FUTURO 	243,36	296,8992
1512	OPR.161321	61152621	MM	angelo futuro aft812 col.1 	ANGELO FUTURO 	289,38	353,0436
1513	OPR.161322	61152628	MM	angelo futuro aft812 col.2 	ANGELO FUTURO 	158,34	193,1748
1514	OPR.161403	61153209	MM	GENTLEMAN GT9302 COL.4 	GENTLEMAN 	78	95,16
1515	OPR.161997	61158550	MM	angelo futuro af9020 c1 	ANGELO FUTURO 	171,6	209,352
1516	OPR.161998	61158557	MM	gentleman gt807 col.1 	GENTLEMAN 	204,36	249,3192
1517	OPR.161999	61158564	MM	gentleman gt9002 c3 	GENTLEMAN 	275,34	335,9148
1518	OPR.162523	61162540	MM	GENTLEMAN GT0806 COL.1 	GENTLEMAN 	68,64	83,7408
1519	OPR.162524	61162547	MM	gentleman gt0806 col.2 	GENTLEMAN 	166,14	202,6908
1520	OPR.162525	61162554	MM	GENTLEMAN GT0806 COL.3 	GENTLEMAN 	68,64	83,7408
1521	OPR.162526	61162561	MM	GENTLEMAN GT0806 COL.4 	GENTLEMAN 	55,38	67,5636
1522	OPR.162529	61162582	MM	gentleman gt0808 col.3 	GENTLEMAN 	244,92	298,8024
1523	OPR.162530	61162589	MM	gentleman gt0810 col.1 	GENTLEMAN 	143,52	175,0944
1524	OPR.162531	61162596	MM	gentleman gt0810 col.2 	GENTLEMAN 	144,3	176,046
1525	OPR.162532	61162603	MM	gentleman gt0810 col.3 	GENTLEMAN 	253,5	309,27
1526	OPR.162533	61162610	MM	GENTLEMAN GT0811 COL.1 	GENTLEMAN 	95,94	117,0468
1527	OPR.162534	61162617	MM	gentleman gt0811 col.2 	GENTLEMAN 	189,54	231,2388
1528	OPR.162536	61162631	MM	gentleman gt0812 col.1 	GENTLEMAN 	131,82	160,8204
1529	OPR.162537	61162638	MM	gentleman gt0812 col.2 	GENTLEMAN 	128,7	157,014
1530	OPR.162538	61162645	MM	gentleman gt0813 col.1 	GENTLEMAN 	168,48	205,5456
1531	OPR.162539	61162652	MM	gentleman gt0813 col.2 	GENTLEMAN 	138,06	168,4332
1532	OPR.162540	61162659	MM	GENTLEMAN GT0813 COL.3 	GENTLEMAN 	78	95,16
1533	OPR.162541	61162666	MM	gentleman gt0816 col.2 	GENTLEMAN 	139,62	170,3364
1534	OPR.162542	61162673	MM	gentleman gt0817 col.2 	GENTLEMAN 	234	285,48
1535	OPR.162544	61162687	MM	gentleman gt0821 col.1 	GENTLEMAN 	278,46	339,7212
1536	OPR.162545	61162694	MM	gentleman gt0821 col.2 	GENTLEMAN 	269,1	328,302
1537	OPR.162548	61162715	MM	GENTLEMAN GT0822 COL.2 	GENTLEMAN 	67,08	81,8376
1538	OPR.162550	61162729	MM	gentleman gt0824 col.1 	GENTLEMAN 	124,02	151,3044
1539	OPR.162552	61162743	MM	gentleman gt0824 col.3 	GENTLEMAN 	152,1	185,562
1540	OPR.162575	61162904	MM	angelo futuro af9020 col.2 	ANGELO FUTURO 	280,02	341,6244
1541	OPR.162589	61163002	MM	ANGELO FUTURO AFT835 COL.1 	ANGELO FUTURO 	63,18	77,0796
1542	OPR.162590	61163009	MM	angelo futuro aft835 col.2 	ANGELO FUTURO 	290,16	353,9952
1543	OPR.162591	61163016	MM	ANGELO FUTURO AFT835 COL.3 	ANGELO FUTURO 	81,9	99,918
1544	OPR.162592	61163023	MM	gentleman gt802 col.3 	GENTLEMAN 	203,58	248,3676
1545	OPR.162593	61163030	MM	GENTLEMAN GT810 COL.3 	GENTLEMAN 	92,04	112,2888
1546	OPR.162594	61163037	MM	gentleman gt811 col.1 	GENTLEMAN 	104,52	127,5144
1547	OPR.162596	61163051	MM	gentleman gt819 col.1 	GENTLEMAN 	302,64	369,2208
1548	OPR.162597	61163058	MM	gentleman gt819 col.2 	GENTLEMAN 	245,7	299,754
1549	OPR.162616	61163191	MM	angelo futuro af9021 col.1 	ANGELO FUTURO 	248,04	302,6088
1550	OPR.162617	61163198	MM	angelo futuro af9021 col.2 	ANGELO FUTURO 	163,8	199,836
1551	OPR.162620	61163219	MM	angelo futuro aft816 col.1 	ANGELO FUTURO 	145,86	177,9492
1552	OPR.162621	61163226	MM	angelo futuro aft816 col.2 	ANGELO FUTURO 	164,58	200,7876
1553	OPR.162644	61163387	MM	gentleman gt707 col.3 	GENTLEMAN 	229,32	279,7704
1554	OPR.162645	61163394	MM	gentleman gt750 col.2 	GENTLEMAN 	218,4	266,448
1555	OPR.162646	61163401	MM	gentleman gt750 col.3 	GENTLEMAN 	127,14	155,1108
1556	OPR.162650	61163429	MM	gentleman gt801 col.1 	GENTLEMAN 	294,06	358,7532
1557	OPR.162651	61163436	MM	gentleman gt801 col.2 	GENTLEMAN 	254,28	310,2216
1558	OPR.162652	61163443	MM	gentleman gt801 col.3 	GENTLEMAN 	236,34	288,3348
1559	OPR.162653	61163450	MM	gentleman gt802 col.1 	GENTLEMAN 	191,1	233,142
1560	OPR.162654	61163457	MM	gentleman gt802 col.2 	GENTLEMAN 	158,34	193,1748
1561	OPR.162655	61163464	MM	GENTLEMAN GT803 COL.1 	GENTLEMAN 	93,6	114,192
1562	OPR.162656	61163471	MM	gentleman gt803 col.2 	GENTLEMAN 	294,06	358,7532
1563	OPR.162657	61163478	MM	GENTLEMAN GT803 COL.3 	GENTLEMAN 	74,1	90,402
1564	OPR.162660	61163499	MM	GENTLEMAN GT804 COL.3 	GENTLEMAN 	81,9	99,918
1565	OPR.162661	61163506	MM	GENTLEMAN GT805 COL.1 	GENTLEMAN 	67,86	82,7892
1566	OPR.162662	61163513	MM	GENTLEMAN GT805 COL.2 	GENTLEMAN 	85,02	103,7244
1567	OPR.162663	61163520	MM	gentleman gt812 col.2 	GENTLEMAN 	230,1	280,722
1568	OPR.162665	61163534	MM	GENTLEMAN GT818 COL.1 	GENTLEMAN 	62,4	76,128
1569	OPR.162666	61163541	MM	gentleman gt818 col.2 	GENTLEMAN 	265,2	323,544
1570	OPR.162667	61163548	MM	GENTLEMAN GT818 COL.3 	GENTLEMAN 	46,8	57,096
1571	OPR.162668	61163555	MM	gentleman gt820 col.1 	GENTLEMAN 	152,1	185,562
1572	OPR.162669	61163562	MM	GENTLEMAN GT820 COL.2 	GENTLEMAN 	61,62	75,1764
1573	OPR.162670	61163569	MM	gentleman gt820 col.3 	GENTLEMAN 	243,36	296,8992
1574	OPR.162673	61163590	MM	gentleman gt825 col.1 	GENTLEMAN 	254,28	310,2216
1575	OPR.162674	61163597	MM	gentleman gt825 col.2 	GENTLEMAN 	102,96	125,6112
1576	OPR.162675	61163604	MM	gentleman gt825 col.3 	GENTLEMAN 	251,16	306,4152
1577	OPR.162676	61163611	MM	gentleman gt826 col.1 	GENTLEMAN 	180,96	220,7712
1578	OPR.162677	61163618	MM	GENTLEMAN GT826 COL.2 	GENTLEMAN 	64,74	78,9828
1579	OPR.162678	61163625	MM	gentleman gt826 col.3 	GENTLEMAN 	198,12	241,7064
1580	OPR.162680	61163639	MM	gentleman gt827 col.2 	GENTLEMAN 	272,22	332,1084
1581	OPR.162681	61163646	MM	gentleman gt827 col.3 	GENTLEMAN 	231,66	282,6252
1582	OPR.162683	61163660	MM	gentleman gt9f2 col.4 	GENTLEMAN 	257,4	314,028
1583	OPR.162720	61163919	MM	gentleman gt815 col.3 	GENTLEMAN 	117	142,74
1584	OPR.162722	61163933	MM	GENTLEMAN GT823 COL.3 	GENTLEMAN 	78	95,16
1585	OPR.162723	61163940	MM	gentleman gt830 col.2 	GENTLEMAN 	290,16	353,9952
1586	OPR.162724	61163947	MM	GENTLEMAN GT830 COL.3 	GENTLEMAN 	62,4	76,128
1587	OPR.162731	61163996	MM	hunter ht810 c1 	HUNTER 	158,34	193,1748
1588	OPR.162733	61164010	MM	hunter ht822 c3 	HUNTER 	140,4	171,288
1589	OPR.162734	61164017	MM	hunter ht830 c1 	HUNTER 	267,54	326,3988
1590	OPR.162735	61164024	MM	hunter ht830 c3 	HUNTER 	297,18	362,5596
1591	OPR.162995	61167601	MM	GENTLEMAN GT832 COL.1 	GENTLEMAN 	91,26	111,3372
1592	OPR.162996	61167608	MM	GENTLEMAN GT832 COL.2 	GENTLEMAN 	94,38	115,1436
1593	OPR.162998	61167622	MM	gentleman gt9f1 col.4 	GENTLEMAN 	242,58	295,9476
1594	OPR.163031	61168098	MM	ANGELO FUTURO AFT811 COL.1 	ANGELO FUTURO 	42,12	51,3864
1595	OPR.163032	61168105	MM	angelo futuro aft811 col.2 	ANGELO FUTURO 	208,26	254,0772
1596	OPR.163033	61168112	MM	angelo futuro aft811 col.3 	ANGELO FUTURO 	281,58	343,5276
1597	OPR.163035	61168126	MM	angelo futuro aft816 col.2 	ANGELO FUTURO 	233,22	284,5284
1598	OPR.163036	61168133	MM	angelo futuro aft816 col.3 	ANGELO FUTURO 	115,44	140,8368
1599	OPR.163038	61168147	MM	GENTLEMAN GT0807 COL.2 	GENTLEMAN 	54,6	66,612
1600	OPR.163039	61168154	MM	GENTLEMAN GT0807 COL.3 	GENTLEMAN 	39	47,58
1601	OPR.163040	61168161	MM	gentleman gt0814 col.1 	GENTLEMAN 	191,88	234,0936
1602	OPR.163041	61168168	MM	gentleman gt0814 col.2 	GENTLEMAN 	218,4	266,448
1603	OPR.163042	61168175	MM	gentleman gt9002 col.1 	GENTLEMAN 	189,54	231,2388
1604	OPR.163170	61169078	MM	GENTLEMAN GT9002 COL.2 	GENTLEMAN 	85,8	104,676
1605	OPR.163493	61172116	MM	ANGELO FUTURO AFT840 COL.2 	ANGELO FUTURO 	49,14	59,9508
1606	OPR.163499	61172158	MM	gentleman g13 col.a3 	GENTLEMAN 	236,34	288,3348
1607	OPR.163500	61172165	MM	gentleman g13 col.a6 	GENTLEMAN 	297,18	362,5596
1608	OPR.163501	61172172	MM	gentleman gt707a col.2 	GENTLEMAN 	300,3	366,366
1609	OPR.163502	61172179	MM	GENTLEMAN GT832 COL.3 	GENTLEMAN 	49,92	60,9024
1610	OPR.163503	61172186	MM	gentleman gt833 col.1 	GENTLEMAN 	191,1	233,142
1611	OPR.163504	61172193	MM	gentleman gt833 col.2 	GENTLEMAN 	135,72	165,5784
1612	OPR.163505	61172200	MM	gentleman gt833 col.3 	GENTLEMAN 	301,86	368,2692
1613	OPR.163506	61172207	MM	gentleman gt834 col.1 	GENTLEMAN 	236,34	288,3348
1614	OPR.163543	61172473	MM	angelo futuro aft830 col.1 	ANGELO FUTURO 	132,6	161,772
1615	OPR.163544	61172480	MM	ANGELO FUTURO AFT830 COL.3 	ANGELO FUTURO 	51,48	62,8056
1616	OPR.163547	61172501	MM	angelo futuro aft840 col.3 	ANGELO FUTURO 	269,88	329,2536
1617	OPR.163552	61172536	MM	angelo futuro aft842 col.1 	ANGELO FUTURO 	300,3	366,366
1618	OPR.163553	61172543	MM	angelo futuro aft842 col.2 	ANGELO FUTURO 	245,7	299,754
1619	OPR.163554	61172550	MM	ANGELO FUTURO AFT842 COL.3 	ANGELO FUTURO 	55,38	67,5636
1620	OPR.163556	61172564	MM	angelo futuro aft843 col.2 	ANGELO FUTURO 	183,3	223,626
1621	OPR.163557	61172571	MM	angelo futuro aft844 col.2 	ANGELO FUTURO 	247,26	301,6572
1622	OPR.163558	61172578	MM	angelo futuro aft844 col.4 	ANGELO FUTURO 	141,96	173,1912
1623	OPR.163559	61172585	MM	angelo futuro aft846 col.1 	ANGELO FUTURO 	219,18	267,3996
1624	OPR.163560	61172592	MM	angelo futuro aft846 col.2 	ANGELO FUTURO 	219,18	267,3996
1625	OPR.163561	61172599	MM	angelo futuro aft846 col.3 	ANGELO FUTURO 	185,64	226,4808
1626	OPR.163562	61172606	MM	GENTLEMAN GT0831 COL.1 	GENTLEMAN 	62,4	76,128
1627	OPR.163563	61172613	MM	gentleman gt0831 col.2 	GENTLEMAN 	192,66	235,0452
1628	OPR.163564	61172620	MM	gentleman gt0831 col.3 	GENTLEMAN 	169,26	206,4972
1629	OPR.163629	61173369	MM	angelo futuro aft844 col.3 	ANGELO FUTURO 	223,86	273,1092
1630	OPR.163813	61174734	MM	GENTLEMAN G12 COL.A3 	GENTLEMAN 	73,32	89,4504
1631	OPR.163814	61174741	MM	gentleman gt0834 col.4 	GENTLEMAN 	120,9	147,498
1632	OPR.163882	61175224	MM	hunter ht011 col.1 	HUNTER 	101,4	123,708
1633	OPR.163926	61175532	MM	quest-x qx8749 col.3 	QUEST-X 	202,8	247,416
1634	OPR.164162	61177569	MM	ANGELO FUTURO AFT723 COL.3 	ANGELO FUTURO 	91,26	111,3372
1635	OPR.164165	61177590	MM	angelo futuro aft818 col.3 	ANGELO FUTURO 	308,1	375,882
1636	OPR.164166	61177597	MM	ANGELO FUTURO AFT819 COL.1 	ANGELO FUTURO 	56,94	69,4668
1637	OPR.164167	61177604	MM	ANGELO FUTURO AFT819 COL.2 	ANGELO FUTURO 	48,36	58,9992
1638	OPR.164168	61177611	MM	angelo futuro aft819 col.3 	ANGELO FUTURO 	294,84	359,7048
1639	OPR.164170	61177625	MM	ANGELO FUTURO AFT824 COL.2 	ANGELO FUTURO 	89,7	109,434
1640	OPR.164171	61177632	MM	angelo futuro aft824 col.3 	ANGELO FUTURO 	259,74	316,8828
1641	OPR.164178	61177681	MM	angelo futuro aft828 col.1 	ANGELO FUTURO 	166,14	202,6908
1642	OPR.164179	61177688	MM	angelo futuro aft828 col.2 	ANGELO FUTURO 	307,32	374,9304
1643	OPR.164180	61177695	MM	angelo futuro aft828 col.3 	ANGELO FUTURO 	169,26	206,4972
1644	OPR.164181	61177702	MM	gentleman gt0724 col.1 	GENTLEMAN 	276,12	336,8664
1645	OPR.164182	61177709	MM	GENTLEMAN GT0724 COL.2 	GENTLEMAN 	90,48	110,3856
1646	OPR.164183	61177716	MM	gentleman gt0724 col.3 	GENTLEMAN 	229,32	279,7704
1647	OPR.164184	61177723	MM	GENTLEMAN GT0802 COL.2 	GENTLEMAN 	52,26	63,7572
1648	OPR.164209	61177968	MM	angelo futuro af9024 c1 	ANGELO FUTURO 	261,3	318,786
1649	OPR.164210	61177975	MM	angelo futuro af9024 c2 	ANGELO FUTURO 	239,46	292,1412
1650	OPR.164211	61177982	MM	angelo futuro af9024 c3 	ANGELO FUTURO 	207,48	253,1256
1651	OPR.164215	61178010	MM	ANGELO FUTURO AF9026 C1 	ANGELO FUTURO 	87,36	106,5792
1652	OPR.164216	61178017	MM	angelo futuro af9026 c2 	ANGELO FUTURO 	245,7	299,754
1653	OPR.164217	61178024	MM	angelo futuro af9026 c3 	ANGELO FUTURO 	140,4	171,288
1654	OPR.164218	61178031	MM	gentleman gt0834 col.2 	GENTLEMAN 	301,86	368,2692
1655	OPR.164219	61178038	MM	gentleman gt0833 col.4 	GENTLEMAN 	227,76	277,8672
1656	OPR.164312	61178815	MM	gentleman gt0707a col.1 	GENTLEMAN 	299,52	365,4144
1657	OPR.164331	61179018	MM	hunter ht011 col.3 	HUNTER 	284,7	347,334
1658	OPR.164421	61180187	MM	hunter ht 002 col.1 	HUNTER 	121,68	148,4496
1659	OPR.164422	61180194	MM	hunter ht 002 col.22 	HUNTER 	116,22	141,7884
1660	OPR.164423	61180201	MM	HUNTER HT 010 COL.1 	HUNTER 	98,28	119,9016
1661	OPR.164424	61180208	MM	hunter ht 010 col.2 	HUNTER 	215,28	262,6416
1662	OPR.164425	61180215	MM	hunter ht 010 col.3 	HUNTER 	174,72	213,1584
1663	OPR.164426	61180222	MM	hunter ht 011 col.2 	HUNTER 	161,46	196,9812
1664	OPR.164427	61180229	MM	HUNTER HT 012 COL.1 	HUNTER 	37,44	45,6768
1665	OPR.164428	61180236	MM	hunter ht 012 col.2 	HUNTER 	241,02	294,0444
1666	OPR.164429	61180243	MM	hunter ht 012 col.3 	HUNTER 	302,64	369,2208
1667	OPR.164430	61180250	MM	hunter ht 830 col.2 	HUNTER 	244,14	297,8508
1668	OPR.164432	61180264	MM	quest-x qf003 col.3 	QUEST-X 	156	190,32
1669	OPR.164433	61180271	MM	QUEST-X QF004 COL.1 	QUEST-X 	46,02	56,1444
1670	OPR.164434	61180278	MM	quest-x qf004 col.2 	QUEST-X 	276,9	337,818
