nazwisko,liczba
KOBUSINSKA,5
KOBYLANIEC,5
KOBYLKO,5
KOBYLNYK,5
KOBYSZEWSKA,5
KOBYZEW,5
KOBZA-ORŁOWSKA,5
KOBZAROVA,5
KOBZARSKA,5
KOBZARUK,5
KOBZARÓW,5
KOBŻYŃSKA,5
KOCAI,5
KOCALA,5
KOCEJKO,5
KOCHERGINA,5
KOCHEVA,5
KOCHKINA,5
KOCHMARSKA,5
KOCHUROVA,5
KOCI,5
KOCIABA,5
KOCIANKOWSKA,5
KOCIUBER,5
KOCIUBIAK,5
KOCIŁOWICZ,5
KOCIŃSKI,5
KOCYASZ,5
KOCZAŁKO,5
KOCZERGIN,5
KOCZNIK,5
KOCZUBA VEL PIETRZYKOWSKA,5
KOCZURO,5
KODECKA,5
KODRANZ,5
KODYRKO,5
KOEGLER,5
KOENEN,5
KOENIGSBERG,5
KOEPKA,5
KOESLING,5
KOFANOVA,5
KOFLIUK,5
KOHAN,5
KOHANE,5
KOHLBEK,5
KOHLHEPP,5
KOHLSDORF,5
KOHNKA,5
KOHOUTOVÁ,5
KOHUTIUK,5
KOIZAR,5
KOIZUMI,5
KOJCZUK,5
KOJPASZ,5
KOKAWSKA,5
KOKAŃSKA,5
KOKIZA,5
KOKOŁASZWILI,5
KOKULEWSKA,5
KOLANKOWICZ,5
KOLASAVA,5
KOLASZA,5
KOLASZKO,5
KOLBASIUK,5
KOLBEK,5
KOLEBOK,5
KOLESHCHUK,5
KOLESINSKA,5
KOLESZA,5
KOLETKA,5
KOLEŚCIK,5
KOLEŚNIKOWICZ,5
KOLEŻAK,5
KOLIADIUK,5
KOLIDA,5
KOLIKOWSKA,5
KOLINGER,5
KOLISHCHAK,5
KOLLA,5
KOLLÇAKU,5
KOLNA,5
KOLODKA,5
KOLODYCH,5
KOLODZEISKA,5
KOLOKOT,5
KOLOMATSKA,5
KOLOMYS,5
KOLOSIUK,5
KOLUNSAǦ,5
KOLUSZENKO,5
KOLUSZKA,5
KOMAJSZKO,5
KOMAR-GOŁACKA,5
KOMARADZKA,5
KOMARAŃSKA,5
KOMARCHUK,5
KOMARNICKA-DRUŻBYCZ,5
KOMARNICKA-TATARYNOWICZ,5
KOMARYNETS,5
KOMARZEC,5
KOMASHKO,5
KOMASZYŃSKA,5
KOMEJSZA,5
KOMENDAT,5
KOMER,5
KOMERS,5
KOMINACKA,5
KOMIRSKA,5
KOMIŃCZUK,5
KOMIŃSKA,5
KOMLIEVA,5
KOMMISARCZYK,5
KOMOLIBUS,5
KOMOLUBI,5
KOMORKOWSKA,5
KOMOTAJTIS,5
KOMOTER,5
KOMPANETS,5
KOMPANI ZARE,5
KOMPATZKA,5
KOMPIELEWSKA,5
KOMST,5
KOMSZCZYŃSKA,5
KOMURKIEWICZ,5
KOMUSIN,5
KONADORÓW,5
KONAN,5
KONANAVA,5
KONAREWICZ,5
KONASZENKO,5
KONASZYK,5
KONDIUCH,5
KONDOLA,5
KONDRADZKA,5
KONDRATIUK VEL KONDRASZEWSKA,5
KONDRATNIK,5
KONDRAWCEW,5
KONDZIELAWA,5
KONECKOWICZ,5
KONEGEN,5
KONETA,5
KONF,5
KONIASZEWSKA,5
KONIECZNA-NOWAK,5
KONIETZKA,5
KONISZUK,5
KONOMI,5
KONONIENKO,5
KONOPNICKI,5
KONOSHENKO,5
KONRAT,5
KONSEVYCH,5
KONSKI,5
KONSOWSKA,5
KONSTAŃSKA,5
KONTACH,5
KONTORSKA,5
KONTRA,5
KONTROWICZ,5
KONTZ,5
KONWISSORZ,5
KONYSHEVA,5
KONYŚ,5
KOPA OSTROWSKA,5
KOPACHEVSKA,5
KOPACZUN,5
KOPANIARSKA,5
KOPCHAK,5
KOPCIUSZEWSKA,5
KOPECKI,5
KOPELMAN,5
KOPICARA,5
KOPICIŃSKA,5
KOPICZ,5
KOPIJCZUK,5
KOPILAS,5
KOPINA,5
KOPITZ,5
KOPL,5
KOPPENS,5
KOPPERBERG,5
KOPULSKA,5
KOPYCH,5
KOPYLCHUK,5
KOPYN,5
KORABEK,5
KORABLIN,5
KORALUS,5
KORASZ,5
KORBLIT,5
KORBUTIAK,5
KORCARZ,5
KORCHAKOVSKA,5
KORCHEVNA,5
KORCHOW,5
KORCINA,5
KORDISCH,5
KORDIUM,5
KORDIĆ,5
KORDJACZYŃSKA,5
KORDOWSKI,5
KORDYJASZ,5
KORDYK,5
KORDZIAŁEK,5
KORDZIEWICZ,5
KORDZIK,5
KOREJKO,5
KOREL,5
KORENCZUK,5
KORENIECKA,5
KORESENDOWICZ,5
KOREVA,5
KORGANOWSKA,5
KORHONEN,5
KORICKA,5
KORKES,5
KORKHAVA,5
KORKIENIEC,5
KORMIENKO,5
KORNACZEWICZ-PIECZORO,5
KORNBLUM,5
KORNEEVA,5
KORNEŃKO,5
KORNIAGO,5
KORNIJÓW,5
KORNIKOWSKA,5
KORNIYCHUK,5
KORNOBYS,5
KOROBCHENKO,5
KOROHOD,5
KOROP,5
KOROPACZ,5
KOROSTYNSKA,5
KOROTAJ,5
KOROTENKO,5
KOROTKYKH,5
KOROWIEC,5
KORPESO,5
KORPIEL,5
KORPIŚ,5
KORPUSOVA,5
KORSAJ,5
KORSCH,5
KORSHAK,5
KORSZUNOW,5
KORTIUK,5
KORUPATOWSKA,5
KORWICKA,5
KORWIN PIOTROWSKA,5
KORWIN-GRONKOWSKA,5
KORWIN-KIJUĆ,5
KORWIN-KUCZYŃSKA,5
KORYBKO,5
KORYGACZ,5
KORYWCZAK,5
KORZELAK,5
KORZELIK,5
KORZEMSKA,5
KORZENIEWICZ-WYSOCKA,5
KORZEWICZ,5
KORZHAN,5
KORZYNIESKA,5
KORZĘTKOWSKA,5
KOSAKOWSKI,5
KOSC,5
KOSCHEK,5
KOSCHNA,5
KOSCHNICK,5
KOSCHUTH,5
KOSCIELNIAK,5
KOSCIUK,5
KOSE,5
KOSICIŃSKA,5
KOSINIAK-KAMYSZ,5
KOSINIERSKA,5
KOSIOŁOWICZ,5
KOSMENDOWSKA,5
KOSMÓLSKA,5
KOSOLAP,5
KOSPAŁ PAWŁOWSKA,5
KOSSEDA,5
KOSSYN,5
KOSTADINOV,5
KOSTERSKA-SPALSKA,5
KOSTIANA,5
KOSTIO,5
KOSTKOWSKI,5
KOSTOGŁÓD,5
KOSTOHRYZ,5
KOSTOSZ,5
KOSTOVYCH,5
KOSTROMINA,5
KOSTRUBIES,5
KOSTULAK,5
KOSTUS,5
KOSTYNA,5
KOSTYUCHOK,5
KOSUBIŃSKA,5
KOSUCIŃSKA,5
KOSYCZARZ,5
KOSZE,5
KOSZELEW,5
KOSZESKA,5
KOSZLAWSKA,5
KOSZYL,5
KOT VEL ŁAWECKA,5
KOTAREK,5
KOTELEVSKA,5
KOTELNYKOVA,5
KOTHER,5
KOTIKOVA,5
KOTLAROW,5
KOTLIARCHUK,5
KOTLÁR,5
KOTLÁROVÁ,5
KOTNICKA,5
KOTOMAJ,5
KOTOŃSKI,5
KOTSCHMARÓW,5
KOTSIURUBA,5
KOTTUSCH,5
KOTUSZKO,5
KOTWANI,5
KOTWIŁA,5
KOTYRLO,5
KOTZOT,5
KOTZUREK,5
KOUBA,5
KOUWENHOVEN,5
KOUŘILOVÁ,5
KOVALKO,5
KOVALYSHYNA,5
KOVBA,5
KOVCH,5
KOVEL,5
KOVERDIUK,5
KOVKASYAN,5
KOVSHUN,5
KOVTUNOVA,5
KOVZOLOVYCH,5
KOWALCZYK VEL SZACOŃ,5
KOWALCZYK-NOWAK,5
KOWALCZYK-WÓJCIK,5
KOWALISZEWSKA,5
KOWALKIŃSKA,5
KOWALSKA-BARAN,5
KOWALSKA-BĄK,5
KOWALSKA-DUDA,5
KOWALSKA-DĄBROWSKA,5
KOWALSKA-KRAWCZYK,5
KOWALSKA-MRÓZ,5
KOWARDZIEJ,5
KOWAROWSKA,5
KOWASZEWICZ,5
KOWAŁYK,5
KOWCUNIAK,5
KOWIAROWSKA,5
KOWICKA,5
KOWIEJSZA,5
KOWKRAK,5
KOWZANOWICZ,5
KOWZIEL,5
KOWZUŃ,5
KOZAK-KOWALSKA,5
KOZAKOSZCZAK,5
KOZARENKO,5
KOZARNIK,5
KOZBERG,5
KOZELKA,5
KOZEMKO,5
KOZESTAŃSKA,5
KOZHANOVA,5
KOZHARKO,5
KOZHUKHIVSKA,5
KOZIACZY,5
KOZIELA,5
KOZIEŁA,5
KOZIEŁŁ-POKLEWSKA,5
KOZIOBRODZKA,5
KOZIOREK,5
KOZIOZIEMBSKA,5
KOZIOŁOCKA,5
KOZITSKA,5
KOZLYK,5
KOZMENKO,5
KOZMINSKA,5
KOZOBOWSKA,5
KOZORIS,5
KOZOWA,5
KOZUBEL,5
KOZYARSKA,5
KOZYCZ,5
KOZYNSKA,5
KOZYREK,5
KOZYREVA,5
KOZŁOWA,5
KOZŁOWICKA,5
KOZŁOWSKA-MAZUR,5
KOĆMAŃSKA,5
KOŁAŻYK,5
KOŁCOŃ,5
KOŁCZEWIAK,5
KOŁHAN,5
KOŁODZIEJ-LEWANDOWSKA,5
KOŁODZIEJ-NOWAK,5
KOŁODZIEJEK VEL KOŁODZIEJCZYK,5
KOŁOMAJSKA,5
KOŁOPOLEWSKA,5
KOŁOTKO,5
KOŁPAJEW,5
KOŁPAKOWICZ,5
KOŁPANOWICZ,5
KOŁTUSZ,5
KOŁTUŃCZYK,5
KOŁTYSZ,5
KOŁUMBAJEW,5
KOŃCZYNA,5
KOŃDEK,5
KOŚCIA,5
KOŚCIELSKI,5
KOŚCIENIAK,5
KOŚCIOŁKOWSKA,5
KOŚCIUGA,5
KOŹLEWICZ,5
KOŹLIC,5
KOŹMIENKO,5
KOŹMINSKA,5
KOŻEWSKA,5
KOŻYNIAK,5
KRACEL,5
KRACZYK,5
KRADZIECKA,5
KRAICKA,5
KRAIEVA,5
KRAJETZKA,5
KRAJNOW,5
KRAJŻEWICZ,5
KRAKAŁO,5
KRAKOWCZAK,5
KRALIK,5
KRALSKI,5
KRAMARZYŃSKA,5
KRAMERIS,5
KRAMMER,5
KRANCEWICZ,5
KRANCKOWSKA,5
KRANIOU,5
KRANTOWSKA,5
KRAPIVINA,5
KRARROUB,5
KRASANDOWICZ,5
KRASHCHENKO,5
KRASICKI,5
KRASIMIROVA,5
KRASNENKO,5
KRASNODĘMBSKA,5
KRASNOPIÓRKO,5
KRASNOSTAWSKA,5
KRASNOŁUCKA,5
KRASNYCHUK,5
KRASOCZKO,5
KRASOJEWICZ,5
KRASUCKI,5
KRASUDA,5
KRASULIA,5
KRASZEK,5
KRASZYNA,5
KRATERSKA,5
KRATEWICZ,5
KRATOWICZ,5
KRAUSKA,5
KRAWCZOSKA,5
KRAWCZYK-KRAWCZYŃSKA,5
KRAWCZYK-WOJCIECHOWSKA,5
KRAWEC,5
KRAWIECKI,5
KRAWUTSCHKE,5
KRAWZ,5
KRAŚNIENKO,5
KREC,5
KRECHNIAK,5
KRECZAK,5
KRECZMANN,5
KREHLIK,5
KREICAREK,5
KREIMER,5
KREINBRING,5
KREISNER,5
KREJTZ,5
KREJČI,5
KREJČOVÁ,5
KREMEŹ,5
KREMPIEC,5
KRENCIK,5
KRENCISZ,5
KRENCKA,5
KRENTZEL,5
KRESER,5
KRESSE,5
KRESZPIENIUK,5
KRETSUL,5
KRETSZMAN,5
KREUTZIG,5
KREWIONEK,5
KRIDEL,5
KRIEBELT,5
KRIGEL,5
KRIMMER,5
KRIPEL,5
KRISMANN,5
KRISTIANSSON,5
KRISTMANN,5
KRISTOWSKA,5
KRISZ,5
KRIUKOWA,5
KRIVUSHINA,5
KRIWAK,5
KRIŠTA,5
KROG,5
KROGGEL,5
KROIK,5
KROIS,5
KROJCIG,5
KROLICH,5
KROLICKI,5
KROLIŃSKA,5
KROLOW,5
KROLSKA,5
KROMBEL,5
KROMM,5
KROMPOS,5
KROMREI,5
KRONGOLD,5
KRONIK,5
KROON,5
KROPAT,5
KROPCZYŃSKA,5
KROPIWA,5
KROTACZ,5
KROTKI,5
KROTOFF,5
KROTT,5
KROWORZ,5
KRSTIĆ,5
KRUBASIK,5
KRUBSKA,5
KRUCAN,5
KRUCHKO,5
KRUCHKOVA,5
KRUCHLAK,5
KRUCZAJ,5
KRUCZEK-TRZECIAK,5
KRUCZEŃSKA,5
KRUCZOŃ,5
KRUCZYNSKI,5
KRUGŁOWSKA,5
KRUHLAK,5
KRUHLII,5
KRUK-OŁPIŃSKA,5
KRUKOUSKAYA,5
KRULASIK,5
KRULISZ,5
KRUMREI,5
KRUMRYK,5
KRUPA-KWIATKOWSKA,5
KRUPILNICKA,5
KRUPINSKI,5
KRUPITZ,5
KRUPLEWICZ,5
KRUPO,5
KRUPOVÁ,5
KRURZYŃSKA,5
KRUSHEVSKA,5
KRUSZELNIK,5
KRUSZENIUK,5
KRUSZYNSKA,5
KRUSZYNSKI,5
KRUSZYŃSKI,5
KRUTASZEWSKA,5
KRUTII,5
KRUTKOW,5
KRUTS,5
KRUTSKYKH,5
KRUWCZYK,5
KRUŻEWICZ,5
KRUŻYŃSKA VEL KRUSZEWSKA,5
KRWAWNIKOWSKA,5
KRYCHENKO,5
KRYCHKOVSKA,5
KRYCMA,5
KRYCYWICKA,5
KRYKUNENKO,5
KRYS,5
KRYSAKOWSKA,5
KRYSAN,5
KRYSANOVA,5
KRYSIEK,5
KRYSINSKA,5
KRYSS,5
KRYSTOFCZYK,5
KRYSTOŃCZYK,5
KRYSZTKOWICZ,5
KRYSZTOWSKA,5
KRYTSKALIUK,5
KRYTSYNA,5
KRYVCHUK,5
KRYVOLAP,5
KRYVOLAPCHUK,5
KRYVONOSOVA,5
KRYVOROT,5
KRYVOROTOVA,5
KRYVTSUN,5
KRYWALCZYK,5
KRYWALEWICZ,5
KRYWIN,5
KRYWOJ,5
KRYWOSZŁYKÓW,5
KRYWULAK,5
KRYŚKA,5
KRYŚLEWICZ,5
KRYŻBA,5
KRYŻMAN,5
KRYŻTOPORSKA,5
KRZANICKI,5
KRZECHOWICZ,5
KRZEMAŃSKA,5
KRZEMIŃSKA-FREDA,5
KRZENZEK,5
KRZEPICKA-KASZUBA,5
KRZESIEWSKA,5
KRZESINSKA,5
KRZESZCZAK,5
KRZEŃĆ,5
KRZIZOK,5
KRZYCHYLKIEWICZ,5
KRZYKALLA,5
KRZYMIN,5
KRZYNOWA,5
KRZYS,5
KRZYSZAKOWSKA,5
KRZYWDZIUK,5
KRZYWDZIŃSKI,5
KRZYWON,5
KRZYWOSZAŃSKA,5
KRZYWOWIĄZA,5
KRZYZANOWSKI,5
KRÄHER,5
KRÓL-DĄBROWSKA,5
KRÓL-JANKOWSKA,5
KRÓL-MICHALAK,5
KRÓL-WIŚNIEWSKA,5
KRÓLISZEWSKA,5
KRÓLKIEWICZ,5
KRĘPLA,5
KSAWERY,5
KSCIUK,5
KSIONSEK,5
KSIONSKO,5
KSIONSYK,5
KSIĄDZYK,5
KUBAIEVYCH,5
KUBALLEK,5
KUBASZOWSKA,5
KUBATIN,5
KUBECKI,5
KUBIANKA,5
KUBISIOK,5
KUBISZEWSKI,5
KUBIZON,5
KUBOVA,5
KUBRYCZ,5
KUBUSZOK,5
KUBYSHKINA,5
KUC-DZIERŻAWSKA,5
KUCABIŃSKA,5
KUCHARENOK,5
KUCHARSKA-NOWAK,5
KUCHERAK,5
KUCHEROVSKA,5
KUCHIRKA,5
KUCHMII,5
KUCOFAN,5
KUCYGA,5
KUCYL,5
KUCYŁYMA,5
KUCZKE,5
KUCZMIEROWICZ,5
KUCZUBA,5
KUCZUMOW,5
KUCZYNSKI,5
KUDACIŃSKA,5
KUDEROWICZ,5
KUDI,5
KUDLAREK,5
KUDLEJ,5
KUDOBA,5
KUDRYMSKA,5
KUDRYNSKA,5
KUDRYSZ,5
KUDYBIŃSKA,5
KUDYNA,5
KUDYTYN,5
KUDYŃSKA,5
KUDZINOW,5
KUDZIOR,5
KUEN,5
KUESSNER,5
KUFCIAK,5
KUFRASA,5
KUHNEN,5
KUIK STUDZINSKA,5
KUJKOWSKA,5
KUKANOW,5
KUKHARSKAYA,5
KUKHARYK,5
KUKIECIAK,5
KUKIEŃ,5
KUKLA VEL KUKLEWICZ,5
KUKLIKOWSKA,5
KUKOSZ,5
KUKULNIAK,5
KUKURIKA,5
KUKURYDZA,5
KUKÓŁKA,5
KULASZKO,5
KULAWOW,5
KULBABCZUK,5
KULBOKA,5
KULCHAK,5
KULCZUK,5
KULEŃ-SŁAWEŃSKA,5
KULEŃ-SŁAWIŃSKA,5
KULIDA,5
KULIGIEWICZ,5
KULIKOWSKA DE NAŁĘCZ,5
KULISZKIEWICZ,5
KULJAN,5
KULKIEWICZ,5
KULLAK,5
KULMAJER,5
KULSICKA,5
KULSZO,5
KULWEIT,5
KULYNA,5
KULYNYAK,5
KULĄGOWSKI,5
KUMENDA,5
KUMKO,5
KUMOSZEWSKA,5
KUMPAN,5
KUMUREK,5
KUNATOWSKA,5
KUNAWICZ,5
KUND,5
KUNDELIS,5
KUNDYCKA,5
KUNG,5
KUNIAWSKA,5
KUNICKA-GOLDFINGER,5
KUNIGOWSKA,5
KUNISZEWICZ,5
KUNITSKA,5
KUNSDORF,5
KUNTER,5
KUNTSEVICH,5
KUNTSIV,5
KUNZEK,5
KUNZMANN,5
KUPAŃSKA,5
KUPCZA,5
KUPCZYN,5
KUPEJTYS,5
KUPIENIECKA,5
KUPNIEWICZ,5
KUPPLER,5
KUPREN,5
KUPRYJAN,5
KUPRYJANOW,5
KUPRYJAŃCZUK,5
KURABIEWSKA,5
KURACHA,5
KURACHOWSKA,5
KURAJEW,5
KURAKINA,5
KURASH,5
KURATCHYK,5
KURATOWSKA,5
KURBAŁO,5
KURDIUKOVA,5
KUREK VEL KOTALUK,5
KUREK VEL KOTĄLUK,5
KURENKO,5
KURETS,5
KUREŁA,5
KURGANIAK,5
KURGIEL,5
KURIPKA,5
KURITSYNA,5
KURJATNYK,5
KURKULONIS,5
KURLANDCZYK,5
KURMANOVA,5
KURNAKOWSKA,5
KURNEL,5
KUROPIEJ,5
KUROPIEJSKA,5
KUROSKA,5
KUROVA,5
KURPIASZ,5
KURPICKA,5
KURPIELLA,5
KURPIENIK,5
KURSATZKY,5
KURSAWE,5
KURSYK,5
KURTANIDZE,5
KURTECZKO,5
KURTIS,5
KURTOGLU,5
KURULISZWILI,5
KURUP,5
KURYCYN,5
KURYJAK,5
KURYJAŃSKA,5
KURYLA,5
KURYLCZUK,5
KURYLOVA,5
KURYLYCH,5
KURYNA,5
KURYSHCHUK,5
KURZEJOWSKA,5
KURZELLA,5
KURZENTKOWSKA,5
KURZHII,5
KURZYNSKI,5
KUSAI,5
KUSCHE,5
KUSCHNIR,5
KUSHCHOVA,5
KUSHEVA,5
KUSHLYK,5
KUSHNER,5
KUSHNEROVA,5
KUSIEL,5
KUSIKOWSKA,5
KUSMIDER,5
KUSMYNA,5
KUSNIK,5
KUSOSKA,5
KUSSAINOVA,5
KUSZAL,5
KUSZIDŁO,5
KUSZKOWICZ,5
KUSZPEL,5
KUSZTUBAJDA,5
KUSZTYŃSKA,5
KUTARSKA,5
KUTASEWICZ,5
KUTASIŃSKA,5
KUTASKA,5
KUTEPOVA,5
KUTESA,5
KUTESKO,5
KUTO,5
KUTOZOW,5
KUTROWSKI,5
KUTRZYŃSKA,5
KUTSAK,5
KUTSAN,5
KUTSCHEREITER,5
KUTSELA,5
KUTSIR,5
KUTUZOW,5
KUVILA,5
KUYPERS,5
KUZAJSKA,5
KUZDŻAŁ,5
KUZDŻEŃ,5
KUZMAN,5
KUZMINOVA,5
KUZMOWICZ,5
KUZMYTSKA,5
KUZNETCOVA,5
KUZNETS,5
KUZNIAK,5
KUZNITSOVA,5
KUZOŃ,5
KUZYNA,5
KUÇI,5
KUŁYCZ,5
KUŁYNA,5
KUŁYNIAK,5
KUŚMIRZ,5
KUŚNIERCZUK,5
KUŚTAL,5
KUŞ,5
KUŹKOW,5
KUŹKOWSKA,5
KUŹMECKA,5
KUŹMICZ-KUŹMIŃSKA,5
KUŹNICKI,5
KUŹNIEC,5
KUŹNIK-WALENCIK,5
KUẞ,5
KVASHUK,5
KVASNEVSKA,5
KVITSIANI,5
KWAJZER,5
KWAPP,5
KWARDYS,5
KWASKIEWICZ,5
KWAŚNIŃSKA,5
KWEDOR,5
KWEDYCZENKO,5
KWIATKE,5
KWIATOŃSKA,5
KWICIŃSKA,5
KWIECIASZ,5
KWIECZKO,5
KWIETKO-BĘBNOWSKA,5
KWIRENG,5
KWIS,5
KWISDORF,5
KWITKIEWICZ,5
KYAS,5
KYBALIUK,5
KYLIVNYK,5
KYLYMNYK,5
KYPARISIS,5
KYRDZIAWA,5
KYREIEVA,5
KYRIIENKO,5
KYRSTA,5
KYRUSHOK,5
KYRYLCHENKO,5
KYRYLOVSKA,5
KYRYLOVYCH,5
KYRYLYCH,5
KYSELA,5
KYSHYSHIAN,5
KYSYLYCHYN,5
KYSYLYTSIA,5
KYTSIA,5
KÄLIN,5
KÄMMER,5
KÄMPF,5
KÓLECZKO,5
KÓNIKOWSKA,5
KÓŁAKOWSKA,5
KÖLLN,5
KÖNIGS,5
KÖNITZ,5
KÖPPE,5
KÖROĞLU,5
KÖTHER,5
KÖTTER,5
KÜHNER,5
KÜHNHOLZ,5
KÜNG,5
KÜPPERS,5
KÜRTEN,5
KÜTÜK,5
KĄDEWICZ,5
KĄDZIELNIK,5
KĘDRAŚ,5
KĘMPCZYŃSKA,5
KĘNDER,5
KĘPOWSKA,5
KĘTLA,5
KŁADCZUK,5
KŁADOŃ,5
KŁAKA,5
KŁAPSZTA,5
KŁEMBICKA,5
KŁOCZNYK,5
KŁODAS,5
KŁOSSOWICZ,5
KŁUBO,5
KŁUCJARZ,5
KŁUNDUKOWSKA,5
KŁYHO,5
KŁYMIŃSKA,5
KŁÓTA,5
KŐHN,5
KŐSTER,5
KŰNSTLER,5
LA FONTAINE,5
LABECKA,5
LABIDI,5
LABRYCH,5
LABRYNC,5
LABUZGA,5
LABĘDA,5
LACHETTA,5
LACINA,5
LADATKO,5
LADE,5
LADENT,5
LADINSKA,5
LADNIUK,5
LADŻYŃSKA,5
LAGAN,5
LAGUTA,5
LAHMAR,5
LAI LAM,5
LAIDI,5
LAIS,5
LAITINEN,5
LAJDORF,5
LAJOS,5
LAJT,5
LAKH,5
LAKIEWICZ,5
LAKOWICZ,5
LALITHKUMAR,5
LALLEMAND,5
LALOR,5
LALUSZKA,5
LALWANI,5
LAMAKINA,5
LAMAR,5
LAMBOR,5
LAMENC,5
LAMINE,5
LAMMEK,5
LAMORT DE GAIL,5
LAMPARTER,5
LAMPIKA,5
LAMPINEN,5
LAMRANI,5
LAMSHÖFT,5
LAMUCHA,5
LAMUT,5
LAMY,5
LANCASTER,5
LANCKAMER,5
LANDENBURSKA,5
LANDERS,5
LANDORF,5
LANDYCZKOWSKA,5
LANDZWÓJCZAK,5
LANGANKA,5
LANGHAUS,5
LANGRIDGE,5
LANGROT,5
LANKAJTES,5
LANKUT,5
LANOVENKO,5
LANZBERCZAK,5
LAPIDOT,5
LAPMAN,5
LAPON,5
LARAWAY,5
LARCHER,5
LARENDOWICZ,5
LARNET,5
LAROSA,5
LARYS,5
LASIICHUK,5
LASKOSKA,5
LASLER,5
LASNER,5
LASSOUED,5
LASSOŃCZYK,5
LASTIVKA,5
LASZAK,5
LASZCZKO,5
LASZKÓW,5
LASZYŃSKA,5
LATIFI,5
LATIFI-KOZŁOWSKA,5
LATINEK,5
LATINI,5
LATOSINSKA,5
LATOSINSKI,5
LATSIK,5
LATTANZI,5
LATTARI,5
LATUSKE,5
LATUSSEK,5
LATYSH,5
LAUDANI,5
LAUGHLIN,5
LAURIDSEN,5
LAURO,5
LAVDANSKA,5
LAVELLE,5
LAVER,5
LAVROVYCH,5
LAVRYNIUK,5
LAVRYNOVYCH,5
LAWLER,5
LAWREN,5
LAWTON,5
LAX,5
LAZAREVIC,5
LAZARI,5
LAZARIUK,5
LAZAROV,5
LAZOUSKAYA,5
LAZUKA,5
LAZZARINI,5
LAZÓR,5
LAZĂR,5
LAŃCZAK,5
LE GOFF,5
LE GUEN,5
LE QUANG,5
LEANCHUK,5
LEBEDYNETS,5
LEBEDZ,5
LEBEUS,5
LEBICH,5
LEBON,5
LEBRAND,5
LEBSUCH,5
LECHNIEWSKA,5
LECINA,5
LECLAIRE,5
LEDMANN,5
LEFAŃCZYK,5
LEFFEK,5
LEGAŃSKA,5
LEGCZYLINA,5
LEGDOWICZ,5
LEGEJZA,5
LEGENDRE,5
LEGENZOW,5
LEGEZA,5
LEGG,5
LEGIEJZA,5
LEGINOW,5
LEGĘNCKA,5
LEHKODUKH,5
LEHNARDT,5
LEHR-SPŁAWIŃSKA,5
LEIBMANN,5
LEIBOVICH,5
LEIBRANT,5
LEICHS,5
LEIDAMIK,5
LEIDGENS,5
LEINWAND,5
LEITGEB,5
LEITLOFF,5
LEITMAN,5
LEJKAM,5
LEJN,5
LEKIEWICZ,5
LELA,5
LELACH,5
LELATKO,5
LELECKA,5
LELIUKH,5
LELIWA PRUSZAK,5
LELUK,5
LELYK,5
LEMAITRE,5
LEMANIEWICZ,5
LEMASZEWSKA,5
LEMAŃSKA VEL WILMAŃSKA,5
LEMBERSKA,5
LEMCKE,5
LEMETS,5
LEMIECH-FILIPOV,5
LEMIRE,5
LENA,5
LENCKOSZ,5
LENCZEWSKA-SAMOTYJA,5
LENDNER,5
LENDZINOWSKA,5
LENDZIOCH,5
LENHARD,5
LENIUK,5
LENIW,5
LENKOVA,5
LENOIR,5
LENTACZ,5
LENTECKA,5
LENTOWSZCZYK,5
LEOCHA,5
LEODAŃSKA,5
LEONARDCZYK,5
LEONCHUK,5
LEONETTI,5
LEONTYEVA,5
LEPIK,5
LEPRÊTRE,5
LERCHNER,5
LERER,5
LERNET,5
LERYNOWICZ,5
LESAR,5
LESHCHYSHYNA,5
LESNEVSKA,5
LESNIOK,5
LESYCZ,5
LESZCZOK,5
LESZCZUCKA,5
LESZCZYŃSKA LESZCZ,5
LESZIŃSKA,5
LESZKOWICZ-BACZYŃSKA,5
LETIZIA,5
LETNIANCHYN,5
LETOCHA,5
LETS,5
LETTKOWSKA,5
LEUCHT,5
LEUCHTER,5
LEUENBERGER,5
LEUNER,5
LEVANON,5
LEVENT,5
LEVITSKA,5
LEVKOVA,5
LEWACIUK,5
LEWANDOWSKA-NOWAK,5
LEWANDOWSKA-WITKOWSKA,5
LEWENSTAM,5
LEWENSTEIN,5
LEWESTAM,5
LEWIN-DZIANACH,5
LEWINSON,5
LEWITIN,5
LEWIŃSKA VEL IWAŃSKA,5
LEWNIEWSKA,5
LEWOCIUK,5
LEWOCZEWICZ,5
LEYDEN,5
LEYMAŃCZYK,5
LEŚNIECKA,5
LEŠČINSKA,5
LIA,5
LIAKHOVETS,5
LIAKHOVETSKA,5
LIAMETS,5
LIASHEVSKA,5
LIASOTA,5
LIAVITSKAYA,5
LIBEL,5
LIBERSKI,5
LICHORAJ,5
LICHTENSZTAIN,5
LICHTUR,5
LICZBINSKA,5
LICZMAN,5
LIDTKA,5
LIDZBARSKI,5
LIEBENOW,5
LIEBERMAN,5
LIEDEL,5
LIEDIGK,5
LIEDTKIE,5
LIESK,5
LIFSCHES,5
LIGAWIEC,5
LIGON,5
LIGĘZIEWICZ,5
LIJEK,5
LIKAR,5
LIKHACHEUSKAYA,5
LIKUN,5
LIMAS,5
LIMBU,5
LIMISIEWICZ,5
LINARTAS,5
LINCHUK,5
LINDBLAD,5
LINDBLOM,5
LINDELL,5
LINDFORS,5
LINGIEWICZ,5
LINGNER,5
LINHARD,5
LINHARTOVÁ,5
LINKARCZYK,5
LINKEVICH,5
LINNEMANN,5
LINSTADT,5
